Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Battery Consumption (mAh/day)
41,Other,Chennai,Apple,Ios,8.5,39.2,247.1,84,5.8,1538,6.9,4.2,1674,Social Media,16660.000000000004
47,Other,Pune,Samsung,Android,10.6,13.0,273.6,101,5.3,9024,2.5,2.3,1473,Social Media,6889.999999999999
36,Other,Lucknow,Xiaomi,Android,2.3,29.9,279.5,48,4.4,759,3.3,0.4,1194,Gaming,3438.5
59,Male,Lucknow,Samsung,Android,10.3,39.8,283.3,178,5.8,5617,5.1,3.1,413,Social Media,20497.0
27,Other,Delhi,Nokia,Android,5.4,17.7,87.3,25,2.5,9860,2.6,0.3,1458,Social Media,4779.0
26,Female,Pune,Oppo,Android,2.3,6.5,173.5,60,3.3,4065,5.9,0.4,1863,Work,747.5
21,Male,Chennai,Vivo,Android,1.7,18.8,90.9,165,3.5,1085,2.5,0.5,1934,Work,1598.0
55,Male,Pune,Oneplus,Android,8.0,14.0,93.2,129,4.0,6341,7.0,2.7,633,Social Media,5600.0
26,Female,Bangalore,Xiaomi,Android,4.3,25.2,266.8,93,4.8,205,0.6,4.9,427,Social Media,5418.0
23,Female,Hyderabad,Vivo,Android,8.9,45.6,267.0,93,4.0,5622,5.6,0.5,554,Social Media,20292.0
19,Other,Ahmedabad,Motorola,Android,3.9,18.2,244.3,23,0.5,7275,1.9,4.0,1934,Social Media,3548.9999999999995
38,Female,Mumbai,Vivo,Android,10.4,14.8,198.5,33,5.2,4642,6.6,1.8,304,Gaming,7696.000000000001
24,Male,Bangalore,Samsung,Android,9.5,9.1,66.4,102,3.7,5760,2.0,2.4,446,Social Media,4322.5
43,Other,Hyderabad,Xiaomi,Android,7.7,39.0,140.0,197,3.6,8090,2.2,1.8,1730,Work,15015.0
28,Male,Hyderabad,Realme,Android,11.4,20.4,268.3,107,0.8,305,6.2,2.1,199,Social Media,11628.0
53,Female,Ahmedabad,Google Pixel,Android,11.7,14.3,68.0,67,3.1,5545,2.7,2.1,1977,Entertainment,8365.5
32,Other,Jaipur,Realme,Android,9.5,42.2,272.5,167,2.9,1328,1.3,2.0,470,Education,20045.0
46,Female,Chennai,Google Pixel,Android,10.1,43.7,160.4,45,4.4,5934,4.6,4.0,1847,Gaming,22068.5
46,Male,Kolkata,Realme,Android,6.9,10.3,274.8,23,2.6,7782,2.9,2.2,1319,Work,3553.5000000000005
41,Female,Chennai,Oppo,Android,4.6,10.0,106.1,151,2.3,9481,0.7,0.1,137,Work,2300.0
57,Female,Bangalore,Xiaomi,Android,10.2,17.7,20.5,16,1.1,5893,3.0,2.3,430,Social Media,9027.0
57,Other,Pune,Oppo,Android,5.0,5.9,47.7,21,2.7,6392,2.4,4.3,459,Entertainment,1475.0
54,Male,Bangalore,Apple,Ios,6.2,12.4,137.5,25,2.4,4165,0.8,2.8,1918,Gaming,3844.0000000000005
60,Other,Lucknow,Google Pixel,Android,5.4,28.4,217.3,114,1.9,4665,5.3,4.2,1942,Gaming,7668.000000000001
16,Male,Pune,Apple,Ios,10.1,16.5,164.3,150,2.9,5486,6.2,4.0,1221,Work,8332.5
51,Female,Pune,Google Pixel,Android,4.5,46.8,120.2,96,1.0,4303,2.0,1.1,1024,Gaming,10530.0
42,Male,Ahmedabad,Oppo,Android,9.6,6.0,166.0,188,1.9,2046,6.6,1.7,984,Work,2879.9999999999995
51,Other,Bangalore,Google Pixel,Android,8.2,33.5,229.3,148,5.3,636,1.0,1.8,1761,Education,13735.0
49,Other,Ahmedabad,Oppo,Android,8.3,41.0,78.9,189,0.5,2775,4.8,4.1,890,Entertainment,17015.0
46,Male,Hyderabad,Oppo,Android,3.1,41.7,57.1,18,1.4,5865,7.4,5.0,984,Gaming,6463.500000000001
25,Male,Delhi,Samsung,Android,10.6,49.9,61.6,107,0.9,4903,1.9,4.3,1894,Social Media,26446.999999999996
34,Other,Ahmedabad,Oppo,Android,11.5,36.5,72.8,120,3.3,6923,4.7,0.5,1234,Work,20987.5
24,Female,Delhi,Apple,Ios,7.8,29.3,186.3,126,2.6,9996,5.9,1.2,1098,Entertainment,11427.0
47,Female,Jaipur,Google Pixel,Android,1.4,31.6,226.7,68,4.1,9583,7.8,4.7,1275,Entertainment,2212.0
17,Male,Delhi,Oneplus,Android,1.0,12.0,213.3,110,3.5,7671,4.3,3.1,1455,Social Media,600.0
41,Other,Kolkata,Oneplus,Android,4.0,5.2,167.0,60,4.4,608,0.6,2.0,222,Work,1040.0
60,Female,Pune,Google Pixel,Android,3.1,20.1,265.8,80,1.1,8218,2.1,2.2,1645,Work,3115.5000000000005
23,Female,Lucknow,Nokia,Android,9.3,5.4,64.9,96,4.2,5556,5.2,4.6,1784,Work,2511.0000000000005
29,Female,Jaipur,Nokia,Android,4.2,16.1,59.3,141,2.7,5509,6.5,1.1,105,Work,3381.0
57,Other,Chennai,Oneplus,Android,3.2,41.2,196.2,166,3.6,412,4.1,2.6,1463,Work,6592.0
34,Male,Pune,Vivo,Android,6.6,10.7,188.1,98,1.7,4653,2.6,4.3,1451,Entertainment,3530.9999999999995
23,Female,Bangalore,Realme,Android,2.1,3.4,42.0,31,4.5,7897,2.8,1.2,1148,Gaming,357.0
28,Male,Chennai,Samsung,Android,1.8,22.2,48.8,159,5.5,3453,4.9,3.6,1779,Social Media,1998.0
30,Other,Delhi,Oneplus,Android,3.0,16.5,142.5,62,3.5,8738,5.5,1.8,1708,Gaming,2475.0
29,Other,Chennai,Realme,Android,1.4,9.2,46.4,26,2.6,8789,1.9,4.7,1435,Education,644.0
17,Other,Delhi,Motorola,Android,5.7,35.4,168.8,14,5.0,7003,2.6,0.2,1102,Social Media,10089.0
22,Male,Bangalore,Google Pixel,Android,1.8,40.4,230.5,163,0.9,9042,7.7,0.7,842,Work,3636.0
48,Other,Chennai,Oppo,Android,3.6,8.3,93.8,24,4.0,1095,7.6,3.1,228,Social Media,1494.0000000000002
19,Female,Mumbai,Apple,Ios,2.4,43.0,67.4,158,4.4,8880,6.8,0.1,720,Education,5160.0
51,Female,Jaipur,Nokia,Android,8.5,44.1,141.0,43,5.7,822,7.3,0.2,743,Gaming,18742.5
50,Female,Delhi,Google Pixel,Android,2.0,24.4,6.7,94,2.6,4376,7.0,3.0,852,Education,2440.0
43,Other,Ahmedabad,Realme,Android,9.1,10.2,17.3,12,2.3,2327,4.9,4.8,1808,Entertainment,4641.0
27,Female,Kolkata,Vivo,Android,4.2,42.0,135.3,59,0.9,5434,5.1,4.9,1546,Education,8820.0
58,Other,Lucknow,Samsung,Android,4.4,12.4,187.9,100,1.8,9593,6.0,1.3,1965,Work,2728.0000000000005
26,Female,Jaipur,Motorola,Android,8.1,33.4,241.1,174,3.0,498,6.3,3.7,272,Gaming,13526.999999999998
17,Male,Pune,Motorola,Android,9.4,32.0,75.3,170,2.2,5891,0.6,1.6,259,Work,15040.0
44,Female,Mumbai,Oneplus,Android,3.2,24.5,49.3,112,2.2,4609,1.0,3.7,1496,Social Media,3920.0000000000005
20,Male,Mumbai,Oneplus,Android,10.6,18.6,187.8,92,5.5,9930,3.5,3.7,1629,Work,9858.0
51,Other,Jaipur,Vivo,Android,6.8,40.2,118.1,70,3.9,6194,2.2,0.4,942,Social Media,13668.0
38,Female,Hyderabad,Apple,Ios,2.6,24.0,258.3,92,2.3,9557,1.5,4.6,159,Work,3120.0000000000005
20,Male,Jaipur,Oppo,Android,4.7,36.7,86.2,109,5.2,4247,4.7,1.4,574,Education,8624.5
56,Other,Pune,Google Pixel,Android,9.2,16.8,97.8,37,6.0,4531,0.7,3.8,1364,Gaming,7728.0
41,Male,Pune,Google Pixel,Android,2.0,42.3,106.5,165,4.1,2115,2.7,2.0,435,Work,4230.0
27,Male,Bangalore,Oppo,Android,10.7,12.7,166.4,139,4.6,6126,6.7,4.9,1071,Gaming,6794.499999999999
25,Other,Pune,Xiaomi,Android,4.2,27.1,131.7,110,1.4,9989,5.6,0.3,565,Gaming,5691.0
25,Female,Delhi,Oneplus,Android,3.5,47.6,139.3,138,1.3,3846,6.3,0.5,1637,Work,8330.0
32,Male,Bangalore,Realme,Android,10.4,32.5,108.8,80,0.8,6321,1.8,0.2,1103,Entertainment,16900.0
44,Other,Delhi,Oneplus,Android,5.8,33.1,103.5,144,4.4,9054,3.3,3.0,118,Gaming,9599.0
25,Other,Kolkata,Motorola,Android,6.7,7.2,61.3,77,5.3,8168,6.5,4.8,167,Work,2412.0
48,Female,Chennai,Samsung,Android,1.4,28.9,210.0,33,3.1,204,5.7,2.0,159,Gaming,2022.9999999999998
47,Other,Jaipur,Xiaomi,Android,4.0,48.7,99.9,75,2.2,3038,1.1,4.8,1597,Social Media,9740.0
21,Other,Chennai,Apple,Ios,6.1,8.0,43.5,92,4.5,2480,3.1,4.9,691,Work,2440.0
30,Male,Bangalore,Samsung,Android,10.2,13.4,238.0,27,5.1,4477,0.6,3.7,1268,Social Media,6834.0
28,Other,Kolkata,Nokia,Android,3.6,48.4,184.7,189,3.9,5828,7.1,0.7,829,Education,8712.0
35,Male,Kolkata,Samsung,Android,3.9,19.5,291.1,172,4.2,8779,4.8,1.5,644,Social Media,3802.5
16,Male,Mumbai,Nokia,Android,9.0,32.8,174.5,38,0.9,1644,5.3,4.5,491,Social Media,14760.0
54,Male,Kolkata,Realme,Android,4.3,14.0,201.0,141,3.0,4304,3.5,3.9,1393,Education,3010.0
59,Other,Ahmedabad,Realme,Android,6.1,29.1,183.8,40,4.4,3982,6.8,1.2,1284,Gaming,8875.5
57,Male,Hyderabad,Google Pixel,Android,6.1,4.1,287.5,183,0.8,8942,2.3,4.6,335,Education,1250.5
46,Female,Ahmedabad,Xiaomi,Android,5.3,49.3,72.0,86,4.9,1883,0.6,0.9,422,Gaming,13064.499999999998
20,Male,Mumbai,Nokia,Android,1.9,12.4,158.8,178,4.7,954,7.4,0.2,1249,Education,1178.0
39,Male,Lucknow,Xiaomi,Android,8.8,26.4,93.9,155,2.0,561,3.5,0.2,101,Work,11616.0
26,Other,Kolkata,Oneplus,Android,8.5,23.5,171.9,18,5.3,4721,4.2,0.2,1103,Education,9987.5
17,Female,Chennai,Realme,Android,6.5,25.8,28.4,64,3.8,2514,0.9,2.3,1910,Social Media,8385.0
21,Other,Jaipur,Nokia,Android,10.3,46.3,87.2,138,5.7,272,4.9,4.5,1542,Work,23844.5
42,Female,Delhi,Motorola,Android,4.2,15.2,187.0,89,5.1,7729,7.2,3.1,1453,Work,3192.0
40,Other,Lucknow,Oneplus,Android,4.1,42.9,47.1,145,4.2,7296,1.5,2.7,219,Work,8794.5
51,Female,Jaipur,Vivo,Android,8.2,17.2,142.1,85,1.5,280,1.2,2.7,1643,Entertainment,7052.0
56,Other,Lucknow,Vivo,Android,8.9,39.4,196.2,155,3.1,2116,4.6,2.0,1260,Gaming,17533.0
40,Female,Chennai,Nokia,Android,10.3,25.0,74.6,140,1.3,8218,2.0,1.7,532,Work,12875.0
31,Female,Ahmedabad,Xiaomi,Android,10.5,34.6,220.2,98,4.0,4004,2.1,1.2,1141,Entertainment,18165.0
31,Female,Lucknow,Vivo,Android,7.7,24.1,149.7,139,5.3,1042,7.5,2.0,1609,Education,9278.500000000002
33,Other,Lucknow,Xiaomi,Android,9.3,2.3,43.2,65,2.5,8267,2.3,2.0,1377,Social Media,1069.5
22,Male,Ahmedabad,Motorola,Android,9.1,8.7,141.3,23,0.6,8464,1.1,0.3,408,Work,3958.4999999999995
26,Other,Mumbai,Samsung,Android,6.2,41.8,119.9,30,5.0,3150,2.4,1.0,1957,Entertainment,12957.999999999998
59,Male,Bangalore,Apple,Ios,2.3,48.4,103.6,19,2.8,1485,2.0,1.9,233,Education,5566.0
32,Female,Bangalore,Realme,Android,9.6,13.0,72.0,54,4.2,7473,2.3,3.8,582,Gaming,6240.0
54,Other,Hyderabad,Oppo,Android,11.9,21.1,172.8,104,3.8,8357,5.9,3.2,743,Education,12554.500000000002
25,Female,Jaipur,Oneplus,Android,10.0,17.1,240.0,20,3.9,6061,1.2,4.6,1382,Social Media,8550.0
48,Other,Lucknow,Nokia,Android,10.6,6.6,117.6,180,0.7,3951,7.2,2.1,1984,Education,3497.9999999999995
15,Other,Kolkata,Apple,Ios,10.3,6.1,27.4,94,5.5,2221,4.5,0.0,1331,Gaming,3141.5
29,Other,Ahmedabad,Oppo,Android,4.6,30.3,197.7,136,5.6,8284,7.8,1.9,183,Education,6969.0
44,Other,Kolkata,Motorola,Android,7.2,17.3,236.5,168,5.8,8925,6.3,3.8,1355,Work,6228.0
50,Male,Lucknow,Oneplus,Android,7.5,46.9,49.8,163,1.7,8512,3.7,3.5,477,Gaming,17587.5
49,Female,Ahmedabad,Oneplus,Android,3.9,30.3,64.5,184,5.0,9442,8.0,2.9,830,Entertainment,5908.5
56,Male,Kolkata,Samsung,Android,4.2,5.6,65.1,87,3.6,5224,7.9,3.0,941,Social Media,1176.0
23,Male,Lucknow,Realme,Android,3.6,35.5,146.4,146,2.6,837,1.5,1.8,1696,Social Media,6390.0
22,Female,Mumbai,Vivo,Android,2.1,46.4,192.9,137,1.3,5152,5.9,4.6,232,Work,4872.0
35,Other,Kolkata,Vivo,Android,3.1,15.3,189.0,56,2.1,3796,2.0,3.8,1117,Entertainment,2371.5000000000005
51,Female,Jaipur,Oneplus,Android,11.8,29.3,78.2,108,3.9,7259,6.5,4.8,1001,Social Media,17287.0
17,Other,Mumbai,Xiaomi,Android,6.4,4.1,39.7,175,5.9,1113,6.9,4.3,1955,Entertainment,1312.0
42,Male,Hyderabad,Oneplus,Android,3.0,38.1,252.4,85,2.1,2311,2.2,1.8,1501,Social Media,5715.000000000001
17,Other,Hyderabad,Oppo,Android,10.6,30.8,280.9,195,2.2,8788,2.2,2.5,1286,Education,16324.0
22,Male,Kolkata,Samsung,Android,9.6,22.0,156.1,56,5.8,360,6.6,1.0,501,Education,10560.0
39,Male,Lucknow,Nokia,Android,9.7,45.6,57.2,134,4.9,7922,4.9,3.3,983,Work,22116.0
15,Male,Pune,Nokia,Android,10.4,15.0,99.6,114,3.0,414,3.0,0.8,130,Social Media,7800.0
31,Other,Mumbai,Motorola,Android,1.7,21.7,229.9,162,5.5,2649,5.0,5.0,1945,Work,1844.5
24,Other,Delhi,Samsung,Android,11.8,32.8,25.3,114,3.2,294,4.7,0.6,1679,Entertainment,19352.0
57,Other,Kolkata,Vivo,Android,1.4,21.0,104.4,72,4.6,2101,2.3,3.8,1417,Social Media,1470.0
53,Male,Hyderabad,Samsung,Android,3.8,25.1,190.4,151,3.3,7998,3.1,2.6,1255,Entertainment,4769.0
32,Female,Hyderabad,Vivo,Android,3.2,15.3,288.3,95,1.3,8449,7.0,3.6,1199,Entertainment,2448.0000000000005
56,Male,Kolkata,Realme,Android,8.7,8.3,165.3,28,2.3,6020,5.5,4.5,1178,Work,3610.4999999999995
52,Other,Lucknow,Nokia,Android,7.7,29.2,202.3,132,5.0,2503,6.7,4.5,1593,Work,11242.0
24,Other,Mumbai,Xiaomi,Android,5.0,47.7,196.4,19,5.0,3510,0.6,3.8,1755,Gaming,11925.0
28,Other,Chennai,Motorola,Android,8.7,22.4,183.2,195,0.9,3733,3.8,1.5,948,Social Media,9743.999999999998
52,Male,Jaipur,Google Pixel,Android,3.1,14.2,264.5,113,2.6,7893,1.3,1.6,177,Education,2201.0
21,Other,Hyderabad,Vivo,Android,1.5,39.4,298.6,164,0.6,8036,7.9,4.0,371,Gaming,2954.9999999999995
36,Female,Delhi,Oneplus,Android,5.0,25.9,184.3,180,2.9,627,6.2,0.0,1769,Work,6475.0
54,Other,Hyderabad,Samsung,Android,11.6,16.7,10.1,181,5.3,9752,3.8,3.9,1709,Social Media,9686.0
46,Female,Lucknow,Nokia,Android,8.0,42.2,222.0,130,3.2,1038,3.0,0.5,115,Education,16880.0
43,Other,Delhi,Motorola,Android,3.5,46.4,296.3,148,5.1,2576,0.5,1.3,481,Education,8120.0
19,Male,Lucknow,Oppo,Android,3.6,31.9,81.2,193,0.7,718,6.3,2.0,951,Work,5742.0
38,Male,Jaipur,Apple,Ios,9.9,20.2,48.9,136,4.4,3568,4.9,1.3,789,Social Media,9999.0
41,Male,Lucknow,Vivo,Android,10.4,1.8,46.0,85,4.1,3418,7.4,3.3,1800,Work,936.0000000000001
56,Female,Hyderabad,Apple,Ios,1.8,44.7,141.3,122,3.1,3145,4.2,2.1,1399,Work,4023.0000000000005
46,Other,Kolkata,Vivo,Android,10.6,21.7,26.3,158,1.3,6069,2.0,2.1,589,Entertainment,11501.0
41,Male,Bangalore,Vivo,Android,6.3,3.8,175.8,100,4.9,3479,3.4,3.3,1097,Gaming,1197.0
24,Other,Kolkata,Oneplus,Android,1.9,44.8,204.9,189,2.1,4657,1.3,4.4,418,Gaming,4255.999999999999
21,Female,Jaipur,Oneplus,Android,6.1,34.9,73.7,200,5.6,1409,6.9,0.3,770,Gaming,10644.5
22,Female,Mumbai,Xiaomi,Android,3.5,10.0,141.2,100,1.1,2388,6.6,2.4,1936,Work,1750.0
38,Female,Bangalore,Samsung,Android,3.5,11.5,198.4,175,4.9,3956,4.3,1.5,1831,Social Media,2012.5
47,Male,Pune,Google Pixel,Android,6.4,44.3,102.2,136,2.9,9378,1.7,3.3,1388,Work,14176.0
34,Female,Ahmedabad,Oppo,Android,4.8,24.8,134.0,24,2.7,9463,5.3,2.9,436,Entertainment,5952.0
38,Female,Delhi,Xiaomi,Android,11.9,34.9,227.7,51,0.8,2531,4.9,3.3,117,Gaming,20765.5
24,Male,Chennai,Apple,Ios,1.0,36.2,145.6,64,1.1,8373,5.9,3.4,1371,Entertainment,1810.0000000000002
55,Male,Delhi,Google Pixel,Android,9.8,24.5,176.7,151,3.9,3038,4.5,2.2,1922,Social Media,12005.000000000002
57,Female,Chennai,Motorola,Android,8.7,20.4,123.2,144,0.8,3269,2.8,2.4,428,Gaming,8873.999999999998
21,Female,Ahmedabad,Apple,Ios,9.9,44.1,5.8,62,5.4,6124,4.7,1.2,886,Entertainment,21829.5
38,Male,Chennai,Motorola,Android,4.3,22.6,126.6,131,4.8,2948,3.4,0.9,1547,Work,4859.0
19,Female,Ahmedabad,Samsung,Android,3.9,16.8,82.5,92,3.7,8981,2.7,2.1,160,Entertainment,3276.0
53,Male,Jaipur,Xiaomi,Android,3.0,33.3,181.8,124,5.5,8439,4.1,2.1,1695,Entertainment,4995.0
44,Other,Lucknow,Google Pixel,Android,10.5,28.1,287.0,29,5.2,1014,4.2,3.2,953,Gaming,14752.5
35,Female,Pune,Nokia,Android,2.6,30.2,268.6,71,2.0,9171,4.1,4.6,1780,Work,3926.0
55,Female,Bangalore,Xiaomi,Android,11.6,41.5,31.4,115,3.3,9874,4.2,3.4,195,Social Media,24070.0
57,Other,Lucknow,Oppo,Android,1.4,38.1,218.3,153,2.1,7268,1.2,5.0,1667,Entertainment,2667.0
18,Other,Kolkata,Samsung,Android,2.3,16.5,34.1,60,1.7,1468,7.8,2.5,923,Work,1897.4999999999998
36,Male,Lucknow,Vivo,Android,3.8,4.7,248.6,81,5.0,4771,2.3,2.1,580,Gaming,893.0
36,Male,Delhi,Xiaomi,Android,6.4,18.2,143.2,103,0.9,602,1.5,2.9,1229,Entertainment,5824.0
16,Other,Chennai,Apple,Ios,1.8,42.0,223.4,161,0.6,2135,7.7,0.1,1961,Work,3780.0000000000005
35,Other,Kolkata,Samsung,Android,5.5,46.5,188.2,191,4.0,5203,3.3,3.6,546,Entertainment,12787.5
42,Male,Ahmedabad,Apple,Ios,4.6,31.1,159.0,141,5.0,1005,3.0,2.0,1918,Entertainment,7153.0
33,Male,Hyderabad,Oppo,Android,2.6,3.3,159.9,66,1.8,4013,2.4,2.3,274,Gaming,429.0
21,Female,Hyderabad,Realme,Android,10.2,23.7,131.6,174,0.7,6718,1.1,0.9,782,Social Media,12086.999999999998
49,Male,Delhi,Realme,Android,8.5,10.1,225.6,196,1.2,3187,4.1,0.9,174,Education,4292.5
54,Male,Delhi,Nokia,Android,4.0,21.5,5.4,179,3.7,5041,4.6,4.9,753,Gaming,4300.0
58,Other,Bangalore,Nokia,Android,8.1,23.4,14.3,89,2.1,6048,7.0,1.5,1708,Education,9477.0
29,Female,Hyderabad,Google Pixel,Android,7.2,1.5,133.9,120,5.0,4449,4.1,4.1,219,Education,540.0
44,Male,Kolkata,Oppo,Android,7.2,5.9,222.1,14,4.8,238,6.4,3.8,1560,Gaming,2124.0
38,Female,Mumbai,Vivo,Android,5.9,45.8,161.3,73,4.4,9897,0.5,1.8,514,Education,13511.000000000002
24,Other,Delhi,Motorola,Android,9.5,16.0,267.4,54,3.7,2464,3.6,1.9,709,Work,7600.0
41,Male,Jaipur,Realme,Android,4.2,7.2,241.4,59,2.1,2370,3.4,1.4,1672,Education,1512.0
54,Male,Delhi,Apple,Ios,8.3,28.2,94.2,190,2.3,7769,0.9,1.4,514,Entertainment,11703.0
15,Other,Delhi,Nokia,Android,4.9,6.4,59.7,88,4.6,934,5.6,4.0,1025,Entertainment,1568.0000000000002
51,Other,Mumbai,Samsung,Android,1.8,16.9,258.0,74,4.0,9319,3.9,0.3,1416,Work,1521.0
28,Female,Pune,Vivo,Android,1.9,26.9,228.1,117,3.7,5731,4.3,2.9,1450,Entertainment,2555.4999999999995
30,Other,Bangalore,Google Pixel,Android,8.9,19.1,102.4,189,4.1,8960,1.1,3.3,369,Entertainment,8499.5
22,Male,Lucknow,Samsung,Android,8.2,40.7,291.2,98,1.7,418,7.7,0.2,211,Entertainment,16687.0
34,Other,Lucknow,Xiaomi,Android,2.5,31.8,143.1,160,3.9,5974,1.1,1.7,253,Gaming,3975.0
33,Other,Hyderabad,Oppo,Android,10.0,4.1,12.8,111,4.3,9511,2.9,4.2,1448,Gaming,2050.0
33,Female,Pune,Samsung,Android,3.0,6.7,74.7,171,3.6,4350,6.3,1.0,574,Education,1005.0000000000001
55,Other,Bangalore,Vivo,Android,1.8,11.8,22.9,193,3.5,9880,2.1,3.8,1160,Work,1062.0
34,Female,Jaipur,Oppo,Android,11.8,13.7,66.9,121,4.8,5859,2.7,1.4,848,Education,8083.0
22,Female,Hyderabad,Oppo,Android,8.2,11.9,28.6,10,5.7,2703,5.7,1.3,804,Work,4879.0
59,Female,Mumbai,Samsung,Android,11.1,42.0,17.2,150,3.1,4145,5.6,2.7,571,Gaming,23310.0
18,Male,Bangalore,Realme,Android,4.5,49.8,189.6,197,5.5,6579,4.2,3.2,1244,Social Media,11205.0
28,Female,Jaipur,Google Pixel,Android,4.6,40.6,213.6,80,4.8,3988,2.2,1.9,1741,Social Media,9338.0
26,Female,Ahmedabad,Vivo,Android,10.5,45.2,278.6,86,5.7,3109,5.5,1.9,1233,Gaming,23730.0
34,Male,Hyderabad,Xiaomi,Android,9.8,9.6,32.7,175,0.6,9868,3.3,3.7,632,Education,4704.0
30,Female,Hyderabad,Xiaomi,Android,3.2,24.9,168.9,154,2.0,2363,5.8,0.6,1851,Education,3984.0000000000005
55,Other,Ahmedabad,Oneplus,Android,10.6,31.0,211.8,19,1.1,9522,2.8,1.8,305,Gaming,16430.0
16,Other,Lucknow,Samsung,Android,8.4,44.6,140.1,96,3.7,3855,2.9,2.8,1959,Social Media,18732.000000000004
46,Male,Chennai,Nokia,Android,6.8,11.5,139.3,143,1.9,4137,7.1,2.3,1779,Entertainment,3910.0
56,Other,Bangalore,Oppo,Android,5.4,20.3,120.0,82,4.0,9928,7.0,4.8,740,Work,5481.0
23,Male,Mumbai,Xiaomi,Android,1.2,6.4,174.5,49,4.3,5565,7.7,4.5,115,Gaming,384.0
49,Male,Delhi,Samsung,Android,2.3,13.0,182.0,71,3.1,1794,5.2,0.9,1796,Entertainment,1495.0
46,Other,Kolkata,Xiaomi,Android,7.0,4.6,50.1,62,4.2,9436,5.7,3.4,1750,Education,1609.9999999999998
49,Male,Chennai,Samsung,Android,8.8,27.2,284.9,48,5.8,9948,1.3,4.8,1005,Education,11968.0
15,Male,Bangalore,Vivo,Android,11.7,19.0,61.8,74,4.4,7607,4.5,2.3,857,Gaming,11115.0
18,Other,Lucknow,Apple,Ios,2.8,30.1,131.6,96,1.3,2018,5.9,3.9,300,Entertainment,4214.0
39,Female,Bangalore,Vivo,Android,4.2,3.0,101.5,198,3.0,6909,2.1,1.4,562,Social Media,630.0000000000001
60,Female,Bangalore,Realme,Android,10.0,1.5,25.0,82,4.1,2268,0.9,2.8,1353,Gaming,750.0
20,Other,Hyderabad,Google Pixel,Android,10.0,21.1,91.5,69,4.8,8849,4.7,0.6,1692,Social Media,10550.0
56,Other,Kolkata,Apple,Ios,4.7,21.8,295.7,11,1.6,7709,0.6,1.3,378,Social Media,5123.0
16,Female,Jaipur,Motorola,Android,6.8,21.1,29.9,134,1.3,8857,7.1,1.3,986,Work,7174.000000000001
17,Male,Chennai,Motorola,Android,9.8,5.2,166.8,163,5.6,530,4.5,3.5,1821,Gaming,2548.0000000000005
39,Male,Lucknow,Google Pixel,Android,7.1,26.7,101.2,136,0.8,5407,1.4,0.8,1486,Gaming,9478.5
38,Male,Delhi,Oneplus,Android,4.7,12.6,90.8,90,4.7,9825,3.3,1.8,1370,Gaming,2961.0
36,Male,Jaipur,Motorola,Android,10.1,46.9,229.4,102,1.0,2581,5.9,1.8,1130,Social Media,23684.499999999996
47,Female,Delhi,Oneplus,Android,5.6,30.5,117.8,22,1.4,3790,7.0,0.0,853,Social Media,8540.0
40,Male,Hyderabad,Realme,Android,11.8,33.4,126.6,91,4.6,175,1.4,4.1,1602,Social Media,19706.0
60,Male,Pune,Vivo,Android,7.9,22.3,94.2,54,4.5,917,6.3,4.4,1832,Gaming,8808.5
45,Other,Bangalore,Oppo,Android,5.7,42.8,151.4,174,4.6,4604,2.2,2.1,518,Work,12197.999999999998
27,Other,Delhi,Apple,Ios,1.3,19.8,216.4,182,1.5,7732,1.1,4.1,1888,Entertainment,1287.0
38,Male,Kolkata,Oppo,Android,2.1,16.0,138.4,68,1.2,4659,6.2,4.0,363,Education,1680.0
41,Other,Ahmedabad,Oppo,Android,10.9,23.1,68.0,135,4.4,9775,1.8,4.4,1892,Social Media,12589.500000000002
18,Male,Jaipur,Realme,Android,7.5,49.4,259.7,22,3.8,8048,6.3,1.8,1278,Social Media,18525.0
32,Male,Bangalore,Realme,Android,2.8,1.7,271.0,58,3.7,5675,4.1,2.1,1371,Work,238.0
25,Other,Ahmedabad,Nokia,Android,7.4,21.0,163.1,117,1.9,1443,3.2,1.3,1152,Work,7770.0
26,Female,Lucknow,Vivo,Android,2.0,44.4,193.6,46,5.5,606,4.2,4.1,1582,Education,4440.0
43,Female,Jaipur,Oneplus,Android,8.5,47.3,120.3,47,1.6,7453,3.6,0.5,334,Social Media,20102.499999999996
35,Female,Jaipur,Samsung,Android,8.8,19.3,25.0,132,2.8,1091,7.3,0.4,1782,Work,8492.000000000002
36,Female,Bangalore,Oppo,Android,8.7,36.9,110.5,32,3.6,3714,5.9,2.8,460,Social Media,16051.499999999998
47,Other,Bangalore,Google Pixel,Android,9.6,6.0,89.0,168,5.3,4835,7.7,0.7,221,Gaming,2879.9999999999995
58,Other,Bangalore,Google Pixel,Android,5.6,1.3,250.5,114,0.5,6803,5.6,2.1,1461,Education,363.99999999999994
56,Female,Delhi,Samsung,Android,9.3,32.4,8.7,83,1.8,8268,2.4,2.0,1157,Work,15066.0
51,Female,Kolkata,Realme,Android,6.1,32.0,155.0,66,4.9,3744,3.9,1.1,608,Gaming,9760.0
58,Male,Bangalore,Vivo,Android,7.5,24.5,158.5,122,5.3,2942,1.5,3.1,715,Gaming,9187.5
